Recency,Frequency,Monetary,Cluster,Customer_ID
94,6,3661,1,26896
4,7,3909,1,26897
228,5,3316,1,26898
181,4,3048,0,26899
1,7,2376,1,26900
97,5,6808,1,26901
245,5,3003,0,26902
620,2,1002,3,26903
888,1,285,3,26904
79,6,2923,1,26905
16,5,5889,1,26906
331,4,4878,4,26907
97,12,6614,2,26908
257,6,2850,1,26909
57,5,5268,1,26910
546,6,4158,4,26911
266,2,3420,0,26912
487,3,935,3,26913
212,5,2791,0,26915
241,5,2673,0,26916
267,4,3032,0,26917
1145,3,3321,3,26918
999,2,398,3,26919
94,6,2778,1,26920
326,4,3130,4,26921
246,6,5788,1,26922
83,6,5302,1,26923
47,7,6689,2,26924
372,8,6402,2,26925
260,5,3070,4,26926
155,6,6079,1,26927
4,6,6029,1,26928
990,3,1753,3,26929
195,3,1771,0,26930
802,3,1343,3,26931
57,6,3907,1,26932
156,3,1521,0,26933
46,3,1399,0,26934
659,6,4712,4,26935
26,9,7125,2,26936
28,6,4569,1,26937
397,3,2107,0,26938
103,8,5368,2,26939
147,6,7340,2,26940
82,7,5453,1,26941
567,5,3618,4,26942
383,5,4304,4,26943
148,4,3006,0,26944
159,8,6439,2,26945
1,9,6164,2,26946
136,4,4058,1,26947
437,4,2471,4,26948
90,6,2440,1,26949
559,3,1645,3,26950
72,7,7846,2,26951
331,7,9442,2,26952
83,4,3022,0,26953
30,5,5521,1,26954
193,7,4041,1,26955
59,1,1905,0,26956
337,3,1850,0,26957
76,2,344,0,26958
314,5,3965,4,26959
22,6,5762,1,26960
424,6,5956,4,26961
67,9,5055,2,26962
281,5,3680,4,26963
21,8,7180,2,26964
243,4,2291,0,26965
566,3,2805,4,26966
687,3,1704,3,26967
352,12,10623,2,26968
156,5,1529,0,26969
307,6,3447,4,26970
908,2,1109,3,26971
994,1,1965,3,26972
7,7,6927,2,26973
152,3,2052,0,26974
165,8,5327,2,26975
787,1,478,3,26976
141,4,4078,1,26977
303,6,3258,4,26978
316,2,2428,0,26979
265,10,8510,2,26980
216,8,4560,1,26981
397,5,3068,4,26982
1070,2,2052,3,26983
297,2,2173,0,26984
123,6,5370,1,26985
462,1,1080,3,26986
385,7,5814,1,26987
36,10,4519,2,26988
165,5,3445,1,26989
22,6,5376,1,26990
492,8,6840,2,26991
723,5,2655,4,26992
195,3,4254,0,26993
11,4,2056,0,26994
11,5,6726,1,26995
757,3,2444,3,26996
206,7,6783,2,26997
17,6,4218,1,26998
1035,2,1700,3,26999
6,5,5208,1,27000
635,6,5387,4,27001
340,7,5598,1,27002
405,2,1452,0,27003
34,7,3586,1,27004
829,1,369,3,27005
63,3,1984,0,27006
496,3,3281,4,27007
79,5,4539,1,27008
485,3,1927,3,27009
337,4,2260,0,27010
449,7,6402,2,27011
427,7,3423,4,27012
276,2,1135,0,27013
924,1,570,3,27014
14,10,5927,2,27015
205,9,6177,2,27016
51,3,1086,0,27017
14,8,5365,2,27018
160,4,3299,0,27019
39,8,3777,1,27020
126,6,5507,1,27021
355,3,2204,0,27022
64,7,4772,1,27023
163,3,2584,0,27024
492,5,1075,4,27025
11,6,5352,1,27026
61,8,4686,1,27027
131,6,6117,1,27028
167,3,2390,0,27029
334,4,2438,0,27030
296,2,1122,0,27031
16,9,7824,2,27032
30,8,7417,2,27033
63,7,8277,2,27035
240,5,4591,1,27036
492,2,593,3,27037
13,6,4651,1,27038
26,5,3898,1,27039
3,6,5634,1,27040
101,4,2158,0,27041
224,5,6693,1,27042
603,2,1292,3,27043
214,3,3936,0,27044
192,3,2898,0,27045
439,4,2666,4,27046
305,4,1949,0,27047
279,4,3449,0,27048
183,2,823,0,27049
480,6,6351,4,27050
93,5,2913,1,27051
102,3,2464,0,27052
254,2,2052,0,27053
228,8,4514,1,27054
124,8,4841,1,27055
132,5,1763,0,27056
192,6,4390,1,27057
31,6,6104,1,27058
429,6,7041,4,27059
32,8,7375,2,27060
159,7,6841,2,27061
324,2,1277,0,27062
36,11,9615,2,27063
53,8,8419,2,27064
304,7,6622,2,27065
100,8,6785,2,27066
300,4,2569,0,27067
70,2,549,0,27068
315,5,3276,4,27069
149,7,4640,1,27070
100,9,10512,2,27071
955,1,375,3,27072
103,2,1428,0,27073
52,5,4453,1,27074
21,3,1869,0,27075
10,6,6285,1,27076
153,5,4131,1,27077
353,4,2440,0,27078
399,4,2058,0,27080
19,2,1486,0,27081
314,4,4724,4,27082
139,8,5411,2,27083
14,6,6187,1,27084
887,3,4133,3,27085
33,5,3800,1,27086
685,4,2158,3,27087
905,3,2450,3,27088
330,6,4699,1,27089
386,6,4372,4,27090
196,4,3744,0,27091
101,5,6175,1,27092
619,2,2622,3,27093
241,5,1883,0,27094
39,7,6742,2,27095
1279,3,1003,3,27096
401,6,4386,4,27097
306,9,7197,2,27098
75,4,3556,0,27099
378,8,5161,2,27100
25,3,1428,0,27101
150,5,3184,1,27102
144,9,11251,2,27103
3,8,6271,2,27104
48,9,7458,2,27105
172,6,3486,1,27106
279,7,3575,1,27107
211,3,1493,0,27108
307,2,738,0,27109
89,4,2237,0,27110
407,4,3179,4,27111
417,3,3444,4,27112
13,5,2902,1,27113
169,8,5482,2,27114
1251,1,143,3,27115
236,8,7565,2,27116
37,4,2952,0,27117
76,4,3098,0,27118
9,2,1501,0,27119
141,5,8279,2,27120
463,4,3051,4,27121
159,4,1050,0,27122
119,3,4305,0,27123
671,5,2598,4,27124
107,7,4704,1,27125
477,3,1362,0,27126
458,7,4401,4,27127
556,3,1312,3,27128
316,6,4803,1,27129
317,6,6331,1,27130
1339,1,57,3,27131
110,7,5591,1,27132
197,4,4061,1,27133
473,2,973,3,27134
78,6,4561,1,27135
240,6,4040,1,27136
279,5,6030,1,27137
116,4,4000,1,27138
172,6,3001,1,27139
210,4,1221,0,27140
1275,2,1173,3,27141
285,4,4567,4,27142
367,3,4688,4,27143
3,5,4902,1,27144
117,7,3631,1,27145
160,8,5623,2,27146
679,3,1582,3,27147
92,4,2250,0,27148
89,5,3572,1,27149
18,3,3306,0,27150
469,1,52,3,27151
68,4,2448,0,27152
83,8,5907,2,27153
263,6,4053,1,27154
309,4,3320,4,27155
158,4,3796,0,27156
265,4,2741,0,27157
40,6,5820,1,27158
157,7,4816,1,27159
315,7,4707,1,27160
64,6,6359,1,27161
13,2,2274,0,27162
686,6,4456,4,27163
75,8,7296,2,27164
6,5,6586,1,27165
219,5,2234,0,27167
515,3,3753,4,27168
123,6,2590,1,27169
194,3,2924,0,27170
99,4,3235,0,27171
105,8,5607,2,27172
698,5,5477,4,27173
296,3,4628,4,27174
458,4,3185,4,27175
78,6,4105,1,27176
406,6,3533,4,27177
364,6,7480,2,27178
189,3,1376,0,27179
673,3,2646,3,27180
96,3,1064,0,27181
864,4,973,3,27182
361,3,1699,0,27183
219,5,3888,1,27184
90,5,2389,0,27185
11,5,5041,1,27186
66,4,3651,0,27187
74,10,4440,2,27188
283,9,6910,2,27189
548,4,4079,4,27190
133,4,1615,0,27191
84,4,2919,0,27192
39,4,2488,0,27193
115,4,2194,0,27194
904,2,1517,3,27195
403,5,3088,4,27196
549,3,1691,3,27197
391,3,1011,0,27198
58,5,3374,1,27199
702,3,1139,3,27200
169,6,5079,1,27201
952,2,926,3,27202
106,1,1715,0,27203
153,3,4920,0,27204
467,4,4313,4,27205
366,7,4370,4,27206
404,5,3869,4,27207
615,5,1570,4,27208
5,12,11010,2,27209
89,3,3888,0,27210
454,3,1558,0,27211
73,6,6700,1,27212
1103,2,1129,3,27213
411,4,2048,4,27214
289,5,3035,4,27215
24,6,6147,1,27216
242,10,6470,2,27217
943,4,2696,3,27218
12,5,5222,1,27219
34,9,6280,2,27220
269,5,4366,1,27221
200,4,3082,0,27222
63,5,1208,0,27223
391,3,1509,0,27224
311,3,3405,0,27225
305,6,4794,1,27226
713,5,4311,4,27227
36,7,7794,2,27228
56,6,6950,2,27229
642,3,2239,3,27230
1014,3,1780,3,27231
314,6,3544,4,27232
127,7,6436,2,27233
307,4,1611,0,27234
104,4,747,0,27235
542,3,2925,4,27236
938,3,1928,3,27237
551,5,4251,4,27238
1019,2,1008,3,27239
800,3,2271,3,27240
64,9,7689,2,27241
78,10,7536,2,27242
635,6,5080,4,27243
445,3,1430,0,27244
666,2,354,3,27245
110,5,4624,1,27246
306,4,3590,4,27247
87,6,5612,1,27248
119,4,3933,1,27249
354,4,3006,4,27250
12,7,4084,1,27251
214,5,2659,0,27252
195,4,1188,0,27253
217,5,1669,0,27254
732,3,3244,3,27255
12,7,10503,2,27256
24,4,1607,0,27257
30,4,3115,0,27258
86,3,2035,0,27259
135,4,4833,1,27260
32,7,5813,1,27261
10,7,4785,1,27262
201,4,1743,0,27263
46,5,3956,1,27264
1044,3,1722,3,27265
382,6,1529,4,27266
170,7,7160,2,27267
424,4,4067,4,27268
141,4,2620,0,27269
174,5,4355,1,27270
275,7,3820,1,27271
29,4,4861,1,27272
60,4,4161,1,27273
222,4,4425,1,27274
1128,4,3076,3,27275
107,2,837,0,27276
350,2,2417,0,27277
414,4,1842,0,27278
149,4,2881,0,27279
18,8,2045,1,27280
517,1,2255,3,27281
259,8,6336,2,27282
410,5,5531,4,27283
130,5,3950,1,27284
201,4,4288,1,27285
91,9,6743,2,27286
165,4,3417,0,27287
90,4,3814,1,27288
496,6,6052,4,27289
279,7,8621,2,27290
111,6,3249,1,27291
356,4,4971,4,27292
262,4,3808,0,27293
516,4,2668,4,27294
341,3,2012,0,27295
214,1,499,0,27296
181,6,3968,1,27297
48,4,1902,0,27298
204,3,1671,0,27299
85,5,1614,0,27300
230,8,4740,1,27301
9,6,5788,1,27302
806,4,1975,3,27303
294,4,2846,0,27304
238,7,6213,2,27305
237,8,9492,2,27306
767,4,2329,3,27307
41,4,3553,0,27308
864,1,1461,3,27309
418,2,326,0,27310
30,3,1895,0,27311
67,6,3365,1,27312
111,8,5640,2,27313
110,4,3406,0,27314
298,4,3474,4,27315
16,6,3547,1,27316
60,10,9131,2,27317
158,6,3740,1,27318
379,4,2298,0,27319
109,7,7138,2,27320
300,2,535,0,27321
649,3,1738,3,27322
218,6,3908,1,27323
1179,1,1052,3,27324
255,5,4011,1,27325
472,2,3056,4,27326
86,9,6708,2,27327
85,4,4152,1,27328
493,6,4771,4,27329
554,7,4179,4,27330
66,7,5953,1,27331
277,2,1853,0,27332
370,6,2294,4,27333
13,6,4530,1,27334
1179,1,14,3,27335
78,8,5669,2,27336
27,7,8536,2,27337
41,5,6642,1,27338
341,5,3571,4,27339
15,8,7096,2,27340
122,1,228,0,27341
855,3,1393,3,27342
194,3,1836,0,27343
272,5,5282,1,27344
98,3,2046,0,27345
65,3,882,0,27346
962,3,2116,3,27347
1,7,6047,1,27348
8,3,1776,0,27349
143,3,3801,0,27350
1327,1,470,3,27351
337,7,9052,2,27352
73,5,3475,1,27353
394,5,3662,4,27354
570,3,948,3,27355
401,4,1213,0,27356
420,8,3276,4,27357
203,5,6248,1,27358
118,6,6709,1,27359
291,5,2140,0,27360
21,10,8542,2,27361
120,6,3961,1,27362
584,5,3504,4,27363
113,8,4173,1,27364
62,8,8547,2,27365
286,8,7607,2,27366
32,1,702,0,27367
21,4,3597,0,27368
157,6,7122,2,27369
25,6,3120,1,27370
223,6,2010,1,27371
129,3,2094,0,27372
551,3,1481,3,27373
300,6,5489,1,27374
1053,3,3099,3,27375
300,3,1011,0,27376
176,5,5082,1,27377
102,5,2641,0,27378
40,6,3517,1,27379
613,4,3482,4,27380
24,4,3461,0,27381
354,8,4619,1,27382
100,3,1412,0,27383
149,5,2851,0,27384
46,4,1715,0,27385
30,3,2759,0,27386
116,7,9911,2,27387
191,2,286,0,27388
180,3,1613,0,27389
281,6,4297,1,27390
707,6,3359,4,27391
164,9,6212,2,27392
47,4,1032,0,27393
121,6,4395,1,27394
402,4,3600,4,27395
61,3,2383,0,27396
69,3,3253,0,27397
609,4,3444,4,27398
289,5,3272,4,27399
202,8,7135,2,27400
83,7,4949,1,27401
166,5,4860,1,27402
484,6,3209,4,27403
237,5,2573,0,27404
82,5,2564,0,27405
519,4,3834,4,27406
634,3,3368,3,27407
359,3,1722,0,27408
31,4,3756,1,27409
98,5,5648,1,27410
123,5,3474,1,27411
15,12,7399,2,27412
376,4,2363,0,27413
173,2,3445,0,27414
223,4,2275,0,27415
384,7,3143,4,27416
38,6,4253,1,27417
110,8,8880,2,27418
162,7,10226,2,27419
107,5,3910,1,27420
87,2,649,0,27421
389,5,1395,0,27422
41,5,4281,1,27423
256,3,799,0,27424
230,6,1741,0,27425
247,5,1692,0,27426
293,1,399,0,27427
109,8,3462,1,27428
514,4,5865,4,27429
448,5,4946,4,27430
385,3,969,0,27431
4,9,6491,2,27432
442,7,3240,4,27433
188,5,1857,0,27434
215,4,4785,1,27435
281,3,1646,0,27436
11,6,6319,1,27437
6,4,3867,1,27438
24,9,7614,2,27439
60,8,2873,1,27440
231,6,5296,1,27441
46,7,7051,2,27442
50,6,5537,1,27443
99,8,3662,1,27444
11,3,2077,0,27445
275,6,3507,1,27446
40,8,4070,1,27447
163,6,2247,1,27448
10,4,1427,0,27449
56,5,4515,1,27450
1152,3,2099,3,27451
447,4,5420,4,27452
891,5,3856,3,27453
17,7,8998,2,27454
241,6,3720,1,27455
52,2,950,0,27456
88,5,4750,1,27457
204,5,2676,0,27458
263,5,1832,0,27459
25,7,6245,2,27460
104,5,2869,1,27461
334,4,5655,4,27462
248,6,4120,1,27463
175,5,3755,1,27464
16,6,7904,2,27465
159,6,4077,1,27466
210,4,2377,0,27467
188,8,5222,2,27468
160,7,5173,1,27469
368,5,4455,4,27470
332,8,6240,2,27471
142,6,5134,1,27472
481,2,1771,3,27473
69,7,8251,2,27474
11,7,5189,1,27475
106,6,4024,1,27476
215,6,5445,1,27477
30,7,2963,1,27478
83,3,3014,0,27479
252,7,5467,1,27480
338,10,7250,2,27482
239,9,4490,2,27483
134,5,5053,1,27484
138,4,4684,1,27485
441,3,1634,0,27486
27,8,5586,2,27487
424,4,3781,4,27488
128,6,4555,1,27489
347,8,6252,2,27490
397,5,4247,4,27491
9,4,3180,0,27492
181,10,7448,2,27493
109,5,2638,0,27494
41,4,5176,1,27496
25,6,3361,1,27497
97,5,3565,1,27498
131,8,5627,2,27499
294,7,3975,1,27500
356,3,2614,0,27501
330,5,3819,4,27502
19,3,1784,0,27503
320,5,3916,4,27504
131,9,6899,2,27505
98,2,2120,0,27506
185,4,2622,0,27507
321,3,4495,4,27508
39,2,3438,0,27509
213,5,4629,1,27510
85,7,5243,1,27511
107,7,5443,1,27512
539,2,1793,3,27513
143,6,4262,1,27514
714,2,1930,3,27515
40,9,4290,1,27516
121,4,3006,0,27517
830,5,2241,3,27518
460,4,2612,4,27519
376,8,8851,2,27520
388,3,4011,4,27521
71,4,1048,0,27522
372,6,2302,4,27523
6,4,3342,0,27524
231,2,2453,0,27525
25,6,4326,1,27526
34,1,294,0,27527
705,1,1784,3,27528
497,4,2884,4,27529
153,5,6037,1,27530
5,5,3635,1,27531
107,4,3417,0,27532
669,4,3999,4,27533
64,8,8433,2,27534
12,4,3132,0,27535
59,4,3199,0,27536
9,5,6279,1,27537
67,5,2622,0,27538
91,6,6516,1,27539
356,6,3302,4,27540
510,3,2142,3,27541
21,3,1416,0,27542
1180,1,389,3,27543
199,5,2203,0,27544
215,7,9128,2,27545
305,4,2270,0,27546
89,5,3472,1,27547
7,7,5648,1,27548
116,4,6091,1,27549
9,9,7539,2,27550
572,4,3061,4,27551
48,4,3504,0,27552
7,10,6741,2,27553
432,7,5235,4,27554
145,3,3904,0,27555
108,7,8061,2,27556
738,3,1259,3,27557
230,3,3985,0,27558
12,5,2852,1,27559
21,7,7556,2,27560
6,6,6837,1,27561
1106,1,160,3,27562
104,5,5132,1,27563
2,4,4690,1,27564
1045,1,213,3,27565
10,5,2190,0,27566
78,7,4318,1,27567
654,2,1881,3,27568
50,8,4428,1,27569
660,2,3257,3,27570
480,4,3360,4,27571
401,3,1603,0,27572
68,4,5526,1,27573
1077,1,1564,3,27574
130,3,2687,0,27575
439,6,5358,4,27576
61,7,3985,1,27577
58,9,4532,2,27578
203,5,5695,1,27579
68,4,3605,0,27580
46,5,3936,1,27581
110,3,4973,1,27582
425,6,5974,4,27583
795,3,3191,3,27584
193,6,5408,1,27585
190,6,4426,1,27586
606,2,2333,3,27587
79,4,2593,0,27588
144,10,5330,2,27589
408,3,2980,4,27590
42,2,1390,0,27591
206,6,4815,1,27592
101,7,6108,2,27593
35,2,1799,0,27594
14,4,4424,1,27595
344,2,1073,0,27596
193,5,4737,1,27597
256,5,5231,1,27598
355,8,7262,2,27599
237,4,1757,0,27600
172,5,4562,1,27601
441,2,1767,0,27602
9,8,6102,2,27603
404,5,3286,4,27604
270,8,8727,2,27605
460,4,2242,4,27606
222,2,323,0,27607
606,4,3071,4,27608
88,5,3387,1,27609
666,1,1880,3,27610
194,7,7272,2,27611
215,6,6744,1,27612
93,6,4289,1,27613
525,4,2937,4,27614
252,5,2255,0,27615
496,4,4484,4,27616
51,8,6845,2,27617
465,2,1142,3,27618
94,3,4560,0,27619
54,6,4334,1,27620
725,4,5631,4,27621
1035,2,1871,3,27622
347,4,2331,0,27623
411,3,3211,4,27624
47,6,3769,1,27625
387,5,4031,4,27626
89,6,4169,1,27627
31,6,6582,1,27628
30,5,6644,1,27629
5,3,2775,0,27630
321,5,3628,4,27631
70,5,2086,0,27632
583,4,2759,4,27633
616,4,1013,3,27634
105,7,3678,1,27635
61,4,2004,0,27636
28,5,4263,1,27637
12,10,5014,2,27638
21,5,6698,1,27639
160,8,5015,1,27641
453,8,7558,2,27642
1154,1,1461,3,27643
606,2,2626,3,27644
98,6,4495,1,27645
189,7,5304,1,27646
86,3,2338,0,27647
27,8,6767,2,27648
67,4,4095,1,27649
790,3,2257,3,27650
268,3,3758,0,27651
354,2,467,0,27652
273,4,3947,4,27653
50,8,5034,1,27654
43,5,4156,1,27655
317,7,7127,2,27656
76,5,4226,1,27657
281,7,6079,2,27658
55,7,6039,1,27659
82,6,4743,1,27660
122,3,2536,0,27661
247,5,6080,1,27662
980,3,2443,3,27663
71,3,651,0,27664
32,5,4134,1,27665
138,4,4098,1,27666
147,5,4916,1,27667
113,4,2121,0,27668
352,4,2435,0,27669
307,2,1485,0,27670
265,4,4196,4,27671
755,2,2459,3,27672
68,8,5635,2,27673
17,4,4112,1,27674
111,9,7896,2,27675
170,6,4234,1,27676
215,10,6106,2,27677
163,7,4911,1,27678
15,5,3198,1,27679
305,5,7105,1,27680
86,7,4327,1,27681
244,6,5826,1,27682
123,2,2955,0,27683
164,2,1902,0,27684
390,7,5687,4,27685
314,6,5787,1,27686
357,6,4160,4,27687
672,3,2196,3,27688
154,7,3567,1,27689
11,6,4306,1,27690
1033,3,2140,3,27691
110,11,7069,2,27692
512,5,3892,4,27693
326,10,7750,2,27694
54,6,5463,1,27695
206,5,3886,1,27696
213,5,4399,1,27697
255,8,6335,2,27698
639,6,3288,4,27699
387,2,845,0,27700
145,6,4470,1,27701
317,3,1179,0,27702
317,6,4513,1,27703
689,2,603,3,27704
62,6,5387,1,27705
142,8,6279,2,27706
281,7,4984,1,27707
239,5,3295,1,27708
935,4,4160,3,27709
99,6,5402,1,27710
137,8,10358,2,27711
204,7,4263,1,27712
757,2,1837,3,27713
106,1,28,0,27714
158,4,2940,0,27715
176,5,5691,1,27716
102,4,3052,0,27717
175,2,1532,0,27718
47,5,3888,1,27719
7,9,6086,2,27720
91,9,9586,2,27721
49,6,2206,1,27722
227,6,5531,1,27723
235,6,5270,1,27724
231,4,1767,0,27725
409,3,2224,0,27726
39,2,620,0,27727
98,8,4504,1,27728
250,6,2568,1,27729
703,2,1611,3,27730
83,7,5703,1,27731
53,10,6724,2,27732
691,3,1504,3,27733
562,1,1060,3,27734
98,8,11083,2,27735
260,4,3774,0,27736
70,3,1571,0,27737
50,4,1614,0,27738
99,4,3148,0,27739
119,6,2995,1,27740
1242,1,924,3,27741
3,11,9604,2,27742
204,5,3793,1,27743
486,1,948,3,27744
99,7,6789,2,27745
16,4,3625,0,27746
56,6,3564,1,27747
118,10,8276,2,27748
47,12,12404,2,27749
745,1,1880,3,27750
50,4,3012,0,27751
29,4,1846,0,27752
598,3,4325,4,27753
63,6,6416,1,27754
45,3,3492,0,27755
10,5,2647,1,27756
128,4,1301,0,27757
400,5,4790,4,27758
433,3,1489,0,27759
356,3,3604,4,27760
16,9,5617,2,27761
343,3,1361,0,27762
37,6,2831,1,27763
137,4,2936,0,27764
386,7,6643,2,27765
537,3,2384,3,27766
72,5,1634,0,27767
246,3,2314,0,27768
4,8,9084,2,27769
903,4,2500,3,27770
155,7,4243,1,27771
674,2,1332,3,27772
30,8,7538,2,27773
462,5,4906,4,27774
119,4,4111,1,27775
10,7,8049,2,27776
259,3,563,0,27777
219,5,2030,0,27778
80,7,5047,1,27779
267,3,2344,0,27780
219,6,6653,1,27781
54,9,6154,2,27782
428,4,2159,4,27783
107,8,5028,1,27784
490,2,871,3,27785
53,4,2640,0,27786
121,7,3807,1,27787
7,5,1807,0,27788
754,5,3809,4,27789
186,3,997,0,27790
93,5,1985,0,27791
169,4,4414,1,27792
400,6,1867,4,27793
335,3,3352,0,27794
67,5,4846,1,27795
7,3,3453,0,27796
220,6,3107,1,27797
97,2,1449,0,27798
62,4,2517,0,27799
276,4,4250,4,27800
476,2,1412,3,27801
248,10,7160,2,27802
66,6,3895,1,27803
28,5,5030,1,27804
268,5,3652,1,27805
19,3,1195,0,27806
73,5,4437,1,27807
80,8,5384,2,27808
891,2,1567,3,27809
253,6,5745,1,27810
30,5,4404,1,27811
721,4,5372,4,27812
117,5,3684,1,27813
240,5,3342,1,27814
10,5,4012,1,27815
73,6,4132,1,27816
51,6,3327,1,27817
47,4,5551,1,27818
124,3,1109,0,27819
99,3,3118,0,27820
172,5,1536,0,27821
45,10,3784,2,27822
19,6,4577,1,27823
71,3,2260,0,27824
1160,2,2395,3,27825
226,5,2251,0,27826
75,2,4282,0,27827
85,6,6633,1,27828
393,3,2992,0,27829
217,7,3859,1,27830
111,7,4307,1,27831
64,9,5979,2,27832
31,6,3853,1,27833
95,4,6027,1,27834
10,7,7576,2,27835
532,4,2045,4,27836
303,1,2095,0,27837
156,4,2807,0,27838
109,3,572,0,27839
267,5,4615,1,27840
228,7,2806,1,27841
20,6,3334,1,27842
773,2,572,3,27843
109,11,8533,2,27844
98,4,5191,1,27845
236,3,2918,0,27846
182,5,4751,1,27847
542,5,3612,4,27848
135,5,1766,0,27849
319,3,2135,0,27850
167,5,2952,1,27851
111,5,3676,1,27852
98,9,7058,2,27853
21,9,8593,2,27854
78,9,6574,2,27855
589,4,4882,4,27856
26,3,3558,0,27857
128,7,5783,1,27858
258,6,5233,1,27859
146,4,3820,0,27860
43,7,7242,2,27861
66,6,6278,1,27862
13,4,4752,1,27863
63,6,5003,1,27864
128,4,2228,0,27865
109,4,4138,1,27866
1064,2,2928,3,27867
152,4,5438,1,27868
357,6,3600,4,27869
82,3,3239,0,27870
684,3,1155,3,27871
857,4,3049,3,27872
155,5,4037,1,27873
642,3,1950,3,27874
598,4,3755,4,27875
613,3,1515,3,27876
401,5,5580,4,27877
394,4,3150,4,27878
505,5,2767,4,27879
79,5,4224,1,27880
42,1,332,0,27881
144,3,1293,0,27882
86,5,3372,1,27883
330,5,1758,0,27884
14,6,3396,1,27885
12,6,4881,1,27886
312,6,3626,4,27887
195,4,2635,0,27888
239,5,5040,1,27889
161,7,5512,1,27890
435,3,4880,4,27891
43,4,5040,1,27892
758,6,3107,4,27893
197,4,3933,0,27894
214,8,4804,1,27895
197,5,2737,0,27896
160,2,1604,0,27897
160,4,3523,0,27898
28,10,9183,2,27899
303,4,3101,0,27900
227,2,1372,0,27901
816,4,4564,4,27902
79,4,2801,0,27903
121,4,2946,0,27904
193,8,9208,2,27905
764,1,274,3,27906
262,5,4193,1,27907
238,2,2037,0,27909
489,6,3579,4,27910
251,3,2785,0,27911
190,5,2766,0,27912
1052,2,1308,3,27913
686,5,2435,4,27914
73,9,8317,2,27915
176,8,4927,1,27916
418,6,6746,4,27917
148,7,6251,2,27918
282,5,2599,0,27919
268,7,8693,2,27920
118,6,7006,2,27921
1239,1,294,3,27922
160,6,5525,1,27923
95,2,1693,0,27924
334,8,6579,2,27925
446,2,760,0,27926
111,2,337,0,27928
106,2,3123,0,27929
132,4,3281,0,27930
239,5,5687,1,27931
29,9,7523,2,27932
752,3,3149,3,27933
36,7,3409,1,27934
122,5,2139,0,27935
177,5,2062,0,27936
263,6,5163,1,27937
99,6,3478,1,27938
39,5,4087,1,27939
1065,3,1302,3,27940
59,5,1462,0,27941
386,1,1488,0,27942
238,7,5401,1,27943
80,7,4776,1,27944
125,3,3744,0,27945
127,3,2651,0,27946
143,6,6131,1,27947
260,2,2040,0,27948
151,3,3224,0,27949
362,7,9025,2,27950
609,8,5870,4,27951
71,5,5122,1,27952
209,6,4943,1,27953
160,4,3358,0,27954
473,4,3825,4,27955
9,8,5948,2,27956
86,2,2957,0,27957
23,6,6038,1,27958
245,4,7149,1,27959
96,6,5320,1,27960
37,4,4436,1,27961
142,3,1758,0,27962
197,7,6743,2,27963
1,7,3164,1,27964
165,5,2772,0,27965
783,3,2502,3,27966
80,7,4678,1,27967
29,3,1751,0,27968
342,4,1771,0,27969
285,4,3273,0,27970
34,6,5105,1,27971
99,4,2988,0,27972
28,5,4732,1,27973
42,6,7070,2,27974
116,4,1895,0,27975
551,7,3270,4,27976
318,5,2574,4,27977
176,2,976,0,27978
140,4,3508,0,27979
127,2,2886,0,27980
533,6,4630,4,27981
77,3,1685,0,27982
55,5,3589,1,27983
552,1,806,3,27984
997,2,1478,3,27985
217,8,2944,1,27986
347,5,2452,4,27987
56,8,9430,2,27988
20,5,3517,1,27989
288,4,1918,0,27990
98,8,4488,1,27991
145,4,4835,1,27992
38,3,1386,0,27993
369,4,2272,0,27994
412,6,3507,4,27995
156,6,3253,1,27996
422,3,2275,0,27997
647,4,3738,4,27998
303,6,5741,1,27999
75,5,4909,1,28000
2,4,902,0,28001
653,4,3765,4,28002
71,8,4254,1,28003
396,2,303,0,28004
210,9,6279,2,28005
251,5,2211,0,28006
157,10,8767,2,28007
45,4,1981,0,28008
82,6,5628,1,28009
34,4,2525,0,28010
159,3,2658,0,28011
135,2,1392,0,28012
2,3,3822,0,28013
13,4,2937,0,28014
373,5,1855,4,28015
113,4,1875,0,28016
915,1,813,3,28017
687,1,54,3,28018
136,7,5036,1,28019
412,3,3004,4,28020
835,4,2987,3,28021
107,3,2103,0,28022
82,5,4807,1,28023
118,5,5466,1,28024
884,4,4221,3,28025
550,3,1553,3,28026
99,7,6728,2,28027
9,6,2891,1,28028
2,8,4274,1,28029
206,6,4636,1,28030
79,4,519,0,28031
522,5,5353,4,28032
251,6,6330,1,28033
205,12,12203,2,28034
50,7,3282,1,28035
76,4,4161,1,28036
584,5,2507,4,28037
49,1,369,0,28038
503,2,2990,3,28039
588,4,3642,4,28040
22,8,4482,1,28041
553,4,4295,4,28042
299,5,7227,1,28043
337,3,1101,0,28044
571,5,3967,4,28045
139,6,6673,1,28046
153,8,7343,2,28047
472,4,1181,0,28048
237,7,4327,1,28049
386,3,3100,0,28050
4,6,4514,1,28051
334,4,4029,4,28052
183,4,3244,0,28053
308,1,2205,0,28055
77,6,5076,1,28056
439,2,3051,0,28057
155,9,7097,2,28058
244,4,4225,1,28059
845,5,2514,3,28060
336,7,4256,1,28061
29,3,1331,0,28062
413,6,5589,4,28063
65,7,5952,1,28064
57,4,3351,0,28065
215,4,2703,0,28066
562,2,2796,3,28067
585,4,3915,4,28068
376,7,7042,2,28069
347,5,5817,4,28070
257,5,3147,1,28071
533,5,3273,4,28072
